"","stock_name","brood_year","survival_index","value"
"1460","Fennell",2008,"SR_cov_resid",NA
"1461","Fennell",2009,"SR_cov_resid",NA
"1462","Fennell",2010,"SR_cov_resid",NA
"1463","Fennell",2011,"SR_cov_resid",NA
"1464","Fennell",2012,"SR_cov_resid",NA
"1465","Fennell",2013,"SR_cov_resid",NA
"1466","Fennell",2014,"SR_cov_resid",NA
"1467","Fennell",2015,"SR_cov_resid",NA
"1521","Gates",2008,"SR_cov_resid",NA
"1522","Gates",2009,"SR_cov_resid",NA
"1523","Gates",2010,"SR_cov_resid",NA
"1524","Gates",2011,"SR_cov_resid",NA
"1525","Gates",2012,"SR_cov_resid",NA
"1526","Gates",2013,"SR_cov_resid",NA
"1527","Gates",2014,"SR_cov_resid",NA
"1528","Gates",2015,"SR_cov_resid",NA
"1585","Harrison",2006,"SR_cov_resid",NA
"1586","Harrison",2007,"SR_cov_resid",NA
"1587","Harrison",2008,"SR_cov_resid",NA
"1588","Harrison",2009,"SR_cov_resid",NA
"1589","Harrison",2010,"SR_cov_resid",NA
"1590","Harrison",2011,"SR_cov_resid",NA
"1591","Harrison",2012,"SR_cov_resid",NA
"1592","Harrison",2013,"SR_cov_resid",NA
"1593","Harrison",2014,"SR_cov_resid",NA
"1594","Harrison",2015,"SR_cov_resid",NA
"1651","L.Shuswap",2006,"SR_cov_resid",NA
"1652","L.Shuswap",2007,"SR_cov_resid",NA
"1653","L.Shuswap",2008,"SR_cov_resid",NA
"1654","L.Shuswap",2009,"SR_cov_resid",NA
"1655","L.Shuswap",2010,"SR_cov_resid",NA
"1656","L.Shuswap",2011,"SR_cov_resid",NA
"1657","L.Shuswap",2013,"SR_cov_resid",NA
"1658","L.Shuswap",2014,"SR_cov_resid",NA
"1659","L.Shuswap",2015,"SR_cov_resid",NA
"1716","L.Stuart",2006,"SR_cov_resid",NA
"1717","L.Stuart",2007,"SR_cov_resid",NA
"1718","L.Stuart",2008,"SR_cov_resid",NA
"1719","L.Stuart",2009,"SR_cov_resid",NA
"1720","L.Stuart",2010,"SR_cov_resid",NA
"1721","L.Stuart",2011,"SR_cov_resid",NA
"1722","L.Stuart",2012,"SR_cov_resid",NA
"1723","L.Stuart",2013,"SR_cov_resid",NA
"1724","L.Stuart",2014,"SR_cov_resid",NA
"1725","L.Stuart",2015,"SR_cov_resid",NA
"1782","Nadina",2006,"SR_cov_resid",NA
"1783","Nadina",2007,"SR_cov_resid",NA
"1784","Nadina",2008,"SR_cov_resid",NA
"1785","Nadina",2009,"SR_cov_resid",NA
"1786","Nadina",2010,"SR_cov_resid",NA
"1787","Nadina",2011,"SR_cov_resid",NA
"1788","Nadina",2012,"SR_cov_resid",NA
"1789","Nadina",2013,"SR_cov_resid",NA
"1790","Nadina",2014,"SR_cov_resid",NA
"1791","Nadina",2015,"SR_cov_resid",NA
"1848","Pitt",2006,"SR_cov_resid",NA
"1849","Pitt",2007,"SR_cov_resid",NA
"1850","Pitt",2008,"SR_cov_resid",NA
"1851","Pitt",2009,"SR_cov_resid",NA
"1852","Pitt",2010,"SR_cov_resid",NA
"1853","Pitt",2011,"SR_cov_resid",NA
"1854","Pitt",2012,"SR_cov_resid",NA
"1855","Pitt",2013,"SR_cov_resid",NA
"1856","Pitt",2014,"SR_cov_resid",NA
"1857","Pitt",2015,"SR_cov_resid",NA
"1910","Portage",2006,"SR_cov_resid",NA
"1911","Portage",2007,"SR_cov_resid",NA
"1912","Portage",2008,"SR_cov_resid",NA
