"","V1","V2","V3"
"Sigma[Stock:prev_std,(Intercept)]","1.00027282484241","ce_sha","Rhat"
"Sigma[Stock:prev_std,prev_std]","1.00017825251519","ce_sha","Rhat"
"prev_std","0.999679363969339","de_sal","Rhat"
"b[(Intercept) Stock:Birkenhead]","1.00079795177229","de_sal","Rhat"
"b[prev_std Stock:Birkenhead]","0.999711452250928","de_sal","Rhat"
"b[(Intercept) Stock:Bowron]","0.999279817408355","de_sal","Rhat"
"b[prev_std Stock:Bowron]","0.999650315689798","de_sal","Rhat"
"b[(Intercept) Stock:Chilko]","0.999405750363561","de_sal","Rhat"
"b[prev_std Stock:Chilko]","0.999816173245006","de_sal","Rhat"
"b[(Intercept) Stock:E.Stuart]","0.999986921211323","de_sal","Rhat"
"b[prev_std Stock:E.Stuart]","0.999984567780855","de_sal","Rhat"
"b[(Intercept) Stock:Gates]","1.00064826728564","de_sal","Rhat"
"b[prev_std Stock:Gates]","0.999796561603964","de_sal","Rhat"
"b[(Intercept) Stock:Harrison]","0.999817470495398","de_sal","Rhat"
"b[prev_std Stock:Harrison]","0.999603033439786","de_sal","Rhat"
"b[(Intercept) Stock:L.Shuswap]","0.999534367471646","de_sal","Rhat"
"b[prev_std Stock:L.Shuswap]","1.00024764036418","de_sal","Rhat"
"b[(Intercept) Stock:L.Stuart]","1.00096265647146","de_sal","Rhat"
"b[prev_std Stock:L.Stuart]","0.999567339869802","de_sal","Rhat"
"b[(Intercept) Stock:Nadina]","0.999791574621687","de_sal","Rhat"
"b[prev_std Stock:Nadina]","0.999969782602355","de_sal","Rhat"
"b[(Intercept) Stock:Pitt]","0.999599124748088","de_sal","Rhat"
"b[prev_std Stock:Pitt]","0.999329793979055","de_sal","Rhat"
"b[(Intercept) Stock:Portage]","1.0011584504918","de_sal","Rhat"
"b[prev_std Stock:Portage]","1.00058455614932","de_sal","Rhat"
"b[(Intercept) Stock:Quesnel]","1.00195671135591","de_sal","Rhat"
"b[prev_std Stock:Quesnel]","0.999648745001651","de_sal","Rhat"
"b[(Intercept) Stock:Raft]","0.999167429332884","de_sal","Rhat"
"b[prev_std Stock:Raft]","0.999713606423295","de_sal","Rhat"
"b[(Intercept) Stock:Scotch]","0.999689699113283","de_sal","Rhat"
"b[prev_std Stock:Scotch]","1.00015317837872","de_sal","Rhat"
"b[(Intercept) Stock:Seymour]","0.999549014796883","de_sal","Rhat"
"b[prev_std Stock:Seymour]","1.00011942815632","de_sal","Rhat"
"b[(Intercept) Stock:Stellako]","1.00039742207769","de_sal","Rhat"
"b[prev_std Stock:Stellako]","1.00002301927956","de_sal","Rhat"
"b[(Intercept) Stock:Weaver]","1.00025006013896","de_sal","Rhat"
"b[prev_std Stock:Weaver]","0.999881431842192","de_sal","Rhat"
"b[(Intercept) Year:2008]","0.999513741312192","de_sal","Rhat"
