"","Stock_Analysis","Year","orderID","brood_year","metric","resid_value","N","N+","prev","mean_load","prevload","agent"
"1129","Chilko",2013,192,2011,"SR_resid",0.19771074921524,510,179,0.350980392156863,75655.7579228999,26553.6875847041,"pa_min"
"1130","Chilko",2014,193,2012,"SR_resid",0.0142645387748008,51,13,0.254901960784314,2146.14667500023,547.056995588294,"pa_min"
"1131","Chilko",2015,194,2013,"SR_resid",-1.63866409469691,72,66,0.916666666666667,1009487.12345693,925363.196502186,"pa_min"
"1132","Chilko",2016,195,2014,"SR_resid",0.118387368990521,20,11,0.55,21688.7413725791,11928.8077549185,"pa_min"
"1133","E.Stuart",2009,253,2007,"SR_resid",-0.36854159987182,1,0,0,NA,NA,"pa_min"
"1134","E.Stuart",2010,254,2008,"SR_resid",0.797398517862314,3,3,1,42841.5547969667,42841.5547969667,"pa_min"
"1135","E.Stuart",2011,255,2009,"SR_resid",0.306542225988378,22,8,0.363636363636364,1719.47963355563,625.265321292955,"pa_min"
"1136","E.Stuart",2012,256,2010,"SR_resid",-0.875004702568626,1,0,0,NA,NA,"pa_min"
"1137","E.Stuart",2013,257,2011,"SR_resid",0.48067594986311,1,1,1,5.417195268,5.417195268,"pa_min"
"1138","E.Stuart",2014,258,2012,"SR_resid",-1.10594629027971,8,1,0.125,50905.32109,6363.16513625,"pa_min"
"1139","E.Stuart",2015,259,2013,"SR_resid",-2.77552980656922,18,18,1,574136.900094389,574136.900094389,"pa_min"
"1140","E.Stuart",2016,260,2014,"SR_resid",-0.391618684657425,1,1,1,1577.359988,1577.359988,"pa_min"
"1141","Gates",2009,351,2007,"SR_resid",2.46731940055161,1,0,0,NA,NA,"pa_min"
"1142","Gates",2010,352,2008,"SR_resid",0.906764601998679,1,1,1,82175.94167,82175.94167,"pa_min"
"1143","Gates",2011,353,2009,"SR_resid",0.450906844399479,4,0,0,NA,NA,"pa_min"
"1144","Gates",2013,355,2011,"SR_resid",-0.231147951215527,15,8,0.533333333333333,1273.0108027205,678.939094784267,"pa_min"
"1145","Gates",2014,356,2012,"SR_resid",-0.109153978191419,8,4,0.5,2124.43003825,1062.215019125,"pa_min"
"1146","Gates",2015,357,2013,"SR_resid",0.382737877444286,5,5,1,16297661.676428,16297661.676428,"pa_min"
"1147","Harrison",2009,416,2007,"SR_resid",1.30259479491901,1,1,1,26677.90552,26677.90552,"pa_min"
"1148","Harrison",2010,417,2008,"SR_resid",1.18199741656538,44,43,0.977272727272727,1509866.18488857,1475551.04432293,"pa_min"
"1149","Harrison",2011,418,2009,"SR_resid",-0.495958986830574,8,0,0,NA,NA,"pa_min"
"1150","Harrison",2013,420,2011,"SR_resid",0.69096343611056,4,3,0.75,4402.20279623333,3301.652097175,"pa_min"
"1151","Harrison",2014,421,2012,"SR_resid",-0.51486879193369,1,1,1,780255.7843,780255.7843,"pa_min"
"1152","Harrison",2015,422,2013,"SR_resid",-1.08883708095772,5,4,0.8,1853794.721,1483035.7768,"pa_min"
"1153","L.Shuswap",2009,481,2007,"SR_resid",0.393202735523489,5,1,0.2,10425.53279,2085.106558,"pa_min"
"1154","L.Shuswap",2010,482,2008,"SR_resid",2.30839208071176,4,4,1,82552.1481225,82552.1481225,"pa_min"
"1155","L.Shuswap",2011,483,2009,"SR_resid",0.158944996920779,17,8,0.470588235294118,51478.0968053825,24224.9867319447,"pa_min"
"1156","L.Shuswap",2012,484,2010,"SR_resid",0.33121463228102,176,83,0.471590909090909,45670.7341722467,21537.9030471391,"pa_min"
"1157","L.Shuswap",2013,485,2011,"SR_resid",-2.45594693983033,29,15,0.517241379310345,10901.3124594463,5638.60989281703,"pa_min"
"1158","L.Shuswap",2014,486,2012,"SR_resid",2.00110064281957,1,0,0,NA,NA,"pa_min"
"1159","L.Shuswap",2015,487,2013,"SR_resid",-3.21084502361583,93,90,0.967741935483871,2432381.34677128,2353917.4323593,"pa_min"
"1160","L.Shuswap",2016,488,2014,"SR_resid",-0.375699293003899,76,60,0.789473684210526,175698.228913909,138709.128089928,"pa_min"
"1161","L.Stuart",2011,548,2009,"SR_resid",-0.465229188418885,14,3,0.214285714285714,8094.85395483333,1734.61156175,"pa_min"
"1162","L.Stuart",2014,551,2012,"SR_resid",-1.70954381435929,7,3,0.428571428571429,189742.747408667,81318.320318,"pa_min"
"1163","L.Stuart",2015,552,2013,"SR_resid",-0.78400170462408,10,10,1,1521507.7061308,1521507.7061308,"pa_min"
"1164","L.Stuart",2016,553,2014,"SR_resid",-0.307344369522045,3,3,1,27982.9802904233,27982.9802904233,"pa_min"
"1165","Nadina",2010,589,2008,"SR_resid",0.262191956095976,1,1,1,15.70332526,15.70332526,"pa_min"
"1166","Nadina",2011,590,2009,"SR_resid",-0.422092858758246,3,0,0,NA,NA,"pa_min"
"1167","Nadina",2014,593,2012,"SR_resid",-1.05440346853844,24,14,0.583333333333333,346.204616979857,201.95269323825,"pa_min"
"1168","Nadina",2015,594,2013,"SR_resid",-2.0479492309041,7,6,0.857142857142857,11104.60289518,9518.23105301143,"pa_min"
"1169","Pitt",2010,654,2008,"SR_resid",0.629286548510264,5,5,1,172649.70482296,172649.70482296,"pa_min"
"1170","Pitt",2011,655,2009,"SR_resid",-0.249717762759789,1,0,0,NA,NA,"pa_min"
"1171","Pitt",2012,656,2010,"SR_resid",-0.155742343267508,1,0,0,NA,NA,"pa_min"
"1172","Pitt",2013,657,2011,"SR_resid",0.508782527675962,45,39,0.866666666666667,56452.1569328736,48925.2026751571,"pa_min"
"1173","Pitt",2014,658,2012,"SR_resid",0.146481537253401,13,12,0.923076923076923,27762.4271148031,25626.8557982798,"pa_min"
"1174","Pitt",2015,659,2013,"SR_resid",-0.887642039376192,32,31,0.96875,302358.120754633,292909.429481051,"pa_min"
"1175","Portage",2009,714,2007,"SR_resid",-1.12356752307804,1,0,0,NA,NA,"pa_min"
"1176","Portage",2015,720,2013,"SR_resid",-2.17403600765319,1,1,1,1518414.858,1518414.858,"pa_min"
"1177","Quesnel",2009,779,2007,"SR_resid",-0.837340686796709,1,0,0,NA,NA,"pa_min"
"1178","Quesnel",2010,780,2008,"SR_resid",-1.46510055265989,5,5,1,5631759.8513824,5631759.8513824,"pa_min"
"1179","Quesnel",2011,781,2009,"SR_resid",-1.28592345329045,15,4,0.266666666666667,45.4328217805,12.1154191414667,"pa_min"
"1180","Quesnel",2012,782,2010,"SR_resid",0.376595316873736,13,8,0.615384615384615,18482.5184257553,11373.8574927725,"pa_min"
"1181","Quesnel",2013,783,2011,"SR_resid",-1.88895500726573,38,12,0.315789473684211,6530.64113622317,2062.30772722837,"pa_min"
"1182","Quesnel",2015,785,2013,"SR_resid",-2.131477207518,158,148,0.936708860759494,2377755.89618467,2227265.01667931,"pa_min"
"1183","Quesnel",2016,786,2014,"SR_resid",-0.611307154952856,32,18,0.5625,81728.1266972248,45972.0712671889,"pa_min"
"1184","Raft",2010,845,2008,"SR_resid",-0.506234743025431,1,1,1,13065.83751,13065.83751,"pa_min"
"1185","Raft",2012,847,2010,"SR_resid",0.854522107492757,1,0,0,NA,NA,"pa_min"
"1186","Raft",2014,849,2012,"SR_resid",0.327180676648054,1,0,0,NA,NA,"pa_min"
"1187","Scotch",2009,893,2007,"SR_resid",0.163596172132937,1,0,0,NA,NA,"pa_min"
"1188","Scotch",2010,894,2008,"SR_resid",1.25070295794196,2,2,1,108671.2962055,108671.2962055,"pa_min"
"1189","Scotch",2012,896,2010,"SR_resid",-0.0184171440669831,20,6,0.3,20472.4087291333,6141.72261874,"pa_min"
"1190","Scotch",2013,897,2011,"SR_resid",-2.09683103258795,5,4,0.8,151.76350109425,121.4108008754,"pa_min"
"1191","Scotch",2014,898,2012,"SR_resid",-0.836006917179086,2,1,0.5,38.52744913,19.263724565,"pa_min"
"1192","Scotch",2015,899,2013,"SR_resid",-2.13290651177583,8,8,1,1401752.26130438,1401752.26130438,"pa_min"
"1193","Scotch",2016,900,2014,"SR_resid",-0.513879926350833,12,11,0.916666666666667,54587.8712596454,50038.8819880083,"pa_min"
"1194","Seymour",2009,958,2007,"SR_resid",-0.993664555476909,5,2,0.4,234.81477405,93.92590962,"pa_min"
"1195","Seymour",2010,959,2008,"SR_resid",-0.0984924261895054,1,1,1,295383.8218,295383.8218,"pa_min"
"1196","Seymour",2011,960,2009,"SR_resid",0.469168333433819,6,2,0.333333333333333,112.724761655,37.5749205516667,"pa_min"
"1197","Seymour",2012,961,2010,"SR_resid",-0.000274470585153209,24,13,0.541666666666667,1376.21989096708,745.4524409405,"pa_min"
"1198","Seymour",2013,962,2011,"SR_resid",-1.60755231711188,37,18,0.486486486486487,995.075295878056,484.090684481216,"pa_min"
"1199","Seymour",2015,964,2013,"SR_resid",-2.77343945717353,42,42,1,815408.415195709,815408.415195709,"pa_min"
"1200","Seymour",2016,965,2014,"SR_resid",-0.0275262787415462,3,3,1,467817.4820132,467817.4820132,"pa_min"
"1201","Stellako",2011,1025,2009,"SR_resid",0.265047567544258,4,0,0,NA,NA,"pa_min"
"1202","Stellako",2012,1026,2010,"SR_resid",1.17750373283807,1,1,1,1021.233265,1021.233265,"pa_min"
"1203","Stellako",2013,1027,2011,"SR_resid",-1.57290521616195,32,13,0.40625,377.788348343077,153.476516514375,"pa_min"
"1204","Stellako",2014,1028,2012,"SR_resid",-2.48491499670085,14,5,0.357142857142857,5410.1626391596,1932.200942557,"pa_min"
"1205","Stellako",2015,1029,2013,"SR_resid",-1.34522319065314,12,11,0.916666666666667,1588323.32762754,1455963.05032525,"pa_min"
"1206","Weaver",2010,1073,2008,"SR_resid",1.41003200026509,1,1,1,6828949.421,6828949.421,"pa_min"
"1207","Weaver",2011,1074,2009,"SR_resid",0.212005447154897,3,1,0.333333333333333,78519.7634,26173.2544666667,"pa_min"
"1208","Weaver",2012,1075,2010,"SR_resid",-0.63038571679581,1,1,1,1638.21823,1638.21823,"pa_min"
"1209","Weaver",2015,1078,2013,"SR_resid",-0.520865185760699,4,4,1,1299826.669525,1299826.669525,"pa_min"
"1210","Birkenhead",2009,58,2007,"SR_resid",-0.298008117783879,4,2,0.5,16.337183217,8.1685916085,"pa_pse"
"1211","Birkenhead",2010,59,2008,"SR_resid",-0.100769117868461,2,0,0,NA,NA,"pa_pse"
"1212","Birkenhead",2011,60,2009,"SR_resid",-0.650991216116703,5,1,0.2,5.242643194,1.0485286388,"pa_pse"
"1213","Birkenhead",2012,61,2010,"SR_resid",-2.19758782887751,1,0,0,NA,NA,"pa_pse"
"1214","Birkenhead",2013,62,2011,"SR_resid",-1.26683925767625,23,1,0.0434782608695652,0.023517144,0.00102248452173913,"pa_pse"
"1215","Birkenhead",2014,63,2012,"SR_resid",-0.276079279263662,4,0,0,NA,NA,"pa_pse"
"1216","Birkenhead",2015,64,2013,"SR_resid",-1.81034600909588,17,0,0,NA,NA,"pa_pse"
"1217","Bowron",2013,127,2011,"SR_resid",-1.27851295637267,7,1,0.142857142857143,13.09384498,1.87054928285714,"pa_pse"
"1218","Bowron",2014,128,2012,"SR_resid",-0.448958264229366,1,0,0,NA,NA,"pa_pse"
"1219","Chilko",2010,189,2008,"SR_resid",-0.434265073932136,15,5,0.333333333333333,19.9430417372,6.64768057906667,"pa_pse"
"1220","Chilko",2011,190,2009,"SR_resid",0.38529783723828,62,9,0.145161290322581,9.79795513755555,1.42228381029032,"pa_pse"
"1221","Chilko",2012,191,2010,"SR_resid",1.51870929766449,22,4,0.181818181818182,29.736251706,5.40659121927273,"pa_pse"
"1222","Chilko",2013,192,2011,"SR_resid",0.19771074921524,510,54,0.105882352941176,34.7006719100741,3.67418879047843,"pa_pse"
"1223","Chilko",2014,193,2012,"SR_resid",0.0142645387748008,51,9,0.176470588235294,439.058253195667,77.480868211,"pa_pse"
"1224","Chilko",2015,194,2013,"SR_resid",-1.63866409469691,72,8,0.111111111111111,50.72706751475,5.63634083497222,"pa_pse"
"1225","Chilko",2016,195,2014,"SR_resid",0.118387368990521,20,5,0.25,7186.847955746,1796.7119889365,"pa_pse"
"1226","E.Stuart",2009,253,2007,"SR_resid",-0.36854159987182,1,1,1,1.159695138,1.159695138,"pa_pse"
"1227","E.Stuart",2010,254,2008,"SR_resid",0.797398517862314,3,0,0,NA,NA,"pa_pse"
"1228","E.Stuart",2011,255,2009,"SR_resid",0.306542225988378,22,1,0.0454545454545455,0.220459935,0.0100209061363636,"pa_pse"
"1229","E.Stuart",2012,256,2010,"SR_resid",-0.875004702568626,1,0,0,NA,NA,"pa_pse"
"1230","E.Stuart",2013,257,2011,"SR_resid",0.48067594986311,1,0,0,NA,NA,"pa_pse"
"1231","E.Stuart",2014,258,2012,"SR_resid",-1.10594629027971,8,3,0.375,841.86068296,315.69775611,"pa_pse"
"1232","E.Stuart",2015,259,2013,"SR_resid",-2.77552980656922,18,0,0,NA,NA,"pa_pse"
"1233","E.Stuart",2016,260,2014,"SR_resid",-0.391618684657425,1,0,0,NA,NA,"pa_pse"
"1234","Gates",2009,351,2007,"SR_resid",2.46731940055161,1,0,0,NA,NA,"pa_pse"
"1235","Gates",2010,352,2008,"SR_resid",0.906764601998679,1,0,0,NA,NA,"pa_pse"
"1236","Gates",2011,353,2009,"SR_resid",0.450906844399479,4,0,0,NA,NA,"pa_pse"
"1237","Gates",2013,355,2011,"SR_resid",-0.231147951215527,15,2,0.133333333333333,24.9070783005,3.3209437734,"pa_pse"
"1238","Gates",2014,356,2012,"SR_resid",-0.109153978191419,8,1,0.125,0.576831207,0.072103900875,"pa_pse"
"1239","Gates",2015,357,2013,"SR_resid",0.382737877444286,5,0,0,NA,NA,"pa_pse"
"1240","Harrison",2009,416,2007,"SR_resid",1.30259479491901,1,0,0,NA,NA,"pa_pse"
"1241","Harrison",2010,417,2008,"SR_resid",1.18199741656538,44,1,0.0227272727272727,0.150951583,0.00343071779545455,"pa_pse"
"1242","Harrison",2011,418,2009,"SR_resid",-0.495958986830574,8,1,0.125,3.763512971,0.470439121375,"pa_pse"
"1243","Harrison",2013,420,2011,"SR_resid",0.69096343611056,4,1,0.25,0.008062769,0.00201569225,"pa_pse"
"1244","Harrison",2014,421,2012,"SR_resid",-0.51486879193369,1,0,0,NA,NA,"pa_pse"
"1245","Harrison",2015,422,2013,"SR_resid",-1.08883708095772,5,0,0,NA,NA,"pa_pse"
"1246","L.Shuswap",2009,481,2007,"SR_resid",0.393202735523489,5,3,0.6,589.215768816667,353.52946129,"pa_pse"
"1247","L.Shuswap",2010,482,2008,"SR_resid",2.30839208071176,4,0,0,NA,NA,"pa_pse"
"1248","L.Shuswap",2011,483,2009,"SR_resid",0.158944996920779,17,2,0.117647058823529,0.0564974135,0.00664675452941176,"pa_pse"
"1249","L.Shuswap",2012,484,2010,"SR_resid",0.33121463228102,176,21,0.119318181818182,23.0052736067619,2.74494741898864,"pa_pse"
"1250","L.Shuswap",2013,485,2011,"SR_resid",-2.45594693983033,29,5,0.172413793103448,11.6312738504,2.00539204317241,"pa_pse"
"1251","L.Shuswap",2014,486,2012,"SR_resid",2.00110064281957,1,1,1,2568.330163,2568.330163,"pa_pse"
"1252","L.Shuswap",2015,487,2013,"SR_resid",-3.21084502361583,93,1,0.010752688172043,286.8886935,3.08482466129032,"pa_pse"
"1253","L.Shuswap",2016,488,2014,"SR_resid",-0.375699293003899,76,15,0.197368421052632,609.003767280267,120.198111963211,"pa_pse"
"1254","L.Stuart",2011,548,2009,"SR_resid",-0.465229188418885,14,1,0.0714285714285714,69.20299657,4.94307118357143,"pa_pse"
"1255","L.Stuart",2014,551,2012,"SR_resid",-1.70954381435929,7,0,0,NA,NA,"pa_pse"
"1256","L.Stuart",2015,552,2013,"SR_resid",-0.78400170462408,10,0,0,NA,NA,"pa_pse"
"1257","L.Stuart",2016,553,2014,"SR_resid",-0.307344369522045,3,0,0,NA,NA,"pa_pse"
"1258","Nadina",2010,589,2008,"SR_resid",0.262191956095976,1,1,1,13537.95352,13537.95352,"pa_pse"
"1259","Nadina",2011,590,2009,"SR_resid",-0.422092858758246,3,0,0,NA,NA,"pa_pse"
"1260","Nadina",2014,593,2012,"SR_resid",-1.05440346853844,24,2,0.0833333333333333,30.103510132,2.50862584433333,"pa_pse"
"1261","Nadina",2015,594,2013,"SR_resid",-2.0479492309041,7,0,0,NA,NA,"pa_pse"
"1262","Pitt",2010,654,2008,"SR_resid",0.629286548510264,5,0,0,NA,NA,"pa_pse"
"1263","Pitt",2011,655,2009,"SR_resid",-0.249717762759789,1,0,0,NA,NA,"pa_pse"
"1264","Pitt",2012,656,2010,"SR_resid",-0.155742343267508,1,0,0,NA,NA,"pa_pse"
"1265","Pitt",2013,657,2011,"SR_resid",0.508782527675962,45,3,0.0666666666666667,86.3030044616667,5.75353363077778,"pa_pse"
"1266","Pitt",2014,658,2012,"SR_resid",0.146481537253401,13,0,0,NA,NA,"pa_pse"
"1267","Pitt",2015,659,2013,"SR_resid",-0.887642039376192,32,1,0.03125,23.57856231,0.7368300721875,"pa_pse"
"1268","Portage",2009,714,2007,"SR_resid",-1.12356752307804,1,1,1,0.222590429,0.222590429,"pa_pse"
"1269","Portage",2015,720,2013,"SR_resid",-2.17403600765319,1,0,0,NA,NA,"pa_pse"
"1270","Quesnel",2009,779,2007,"SR_resid",-0.837340686796709,1,1,1,0.314412305,0.314412305,"pa_pse"
"1271","Quesnel",2010,780,2008,"SR_resid",-1.46510055265989,5,0,0,NA,NA,"pa_pse"
"1272","Quesnel",2011,781,2009,"SR_resid",-1.28592345329045,15,3,0.2,2.41123940666667,0.482247881333333,"pa_pse"
"1273","Quesnel",2012,782,2010,"SR_resid",0.376595316873736,13,4,0.307692307692308,381.1650799595,117.281563064462,"pa_pse"
"1274","Quesnel",2013,783,2011,"SR_resid",-1.88895500726573,38,3,0.0789473684210526,28.5217046876667,2.25171352797368,"pa_pse"
"1275","Quesnel",2015,785,2013,"SR_resid",-2.131477207518,158,10,0.0632911392405063,23.7049634875,1.50031414477848,"pa_pse"
"1276","Quesnel",2016,786,2014,"SR_resid",-0.611307154952856,32,11,0.34375,1707.61097357364,586.991272165938,"pa_pse"
"1277","Raft",2010,845,2008,"SR_resid",-0.506234743025431,1,0,0,NA,NA,"pa_pse"
"1278","Raft",2012,847,2010,"SR_resid",0.854522107492757,1,1,1,1.261897561,1.261897561,"pa_pse"
"1279","Raft",2014,849,2012,"SR_resid",0.327180676648054,1,0,0,NA,NA,"pa_pse"
"1280","Scotch",2009,893,2007,"SR_resid",0.163596172132937,1,0,0,NA,NA,"pa_pse"
"1281","Scotch",2010,894,2008,"SR_resid",1.25070295794196,2,0,0,NA,NA,"pa_pse"
"1282","Scotch",2012,896,2010,"SR_resid",-0.0184171440669831,20,3,0.15,34.0407087636667,5.10610631455,"pa_pse"
"1283","Scotch",2013,897,2011,"SR_resid",-2.09683103258795,5,1,0.2,0.01005211,0.002010422,"pa_pse"
"1284","Scotch",2014,898,2012,"SR_resid",-0.836006917179086,2,0,0,NA,NA,"pa_pse"
"1285","Scotch",2015,899,2013,"SR_resid",-2.13290651177583,8,0,0,NA,NA,"pa_pse"
"1286","Scotch",2016,900,2014,"SR_resid",-0.513879926350833,12,1,0.0833333333333333,1985.517153,165.45976275,"pa_pse"
"1287","Seymour",2009,958,2007,"SR_resid",-0.993664555476909,5,2,0.4,207.64598005,83.05839202,"pa_pse"
"1288","Seymour",2010,959,2008,"SR_resid",-0.0984924261895054,1,0,0,NA,NA,"pa_pse"
"1289","Seymour",2011,960,2009,"SR_resid",0.469168333433819,6,0,0,NA,NA,"pa_pse"
"1290","Seymour",2012,961,2010,"SR_resid",-0.000274470585153209,24,4,0.166666666666667,2.17103745575,0.361839575958333,"pa_pse"
"1291","Seymour",2013,962,2011,"SR_resid",-1.60755231711188,37,2,0.0540540540540541,5.268813887,0.284800750648649,"pa_pse"
"1292","Seymour",2015,964,2013,"SR_resid",-2.77343945717353,42,0,0,NA,NA,"pa_pse"
"1293","Seymour",2016,965,2014,"SR_resid",-0.0275262787415462,3,0,0,NA,NA,"pa_pse"
"1294","Stellako",2011,1025,2009,"SR_resid",0.265047567544258,4,3,0.75,1.55048436333333,1.1628632725,"pa_pse"
"1295","Stellako",2012,1026,2010,"SR_resid",1.17750373283807,1,0,0,NA,NA,"pa_pse"
"1296","Stellako",2013,1027,2011,"SR_resid",-1.57290521616195,32,4,0.125,14.3225907015,1.7903238376875,"pa_pse"
"1297","Stellako",2014,1028,2012,"SR_resid",-2.48491499670085,14,2,0.142857142857143,49.7469955305,7.10671364721429,"pa_pse"
"1298","Stellako",2015,1029,2013,"SR_resid",-1.34522319065314,12,0,0,NA,NA,"pa_pse"
"1299","Weaver",2010,1073,2008,"SR_resid",1.41003200026509,1,0,0,NA,NA,"pa_pse"
"1300","Weaver",2011,1074,2009,"SR_resid",0.212005447154897,3,0,0,NA,NA,"pa_pse"
"1301","Weaver",2012,1075,2010,"SR_resid",-0.63038571679581,1,0,0,NA,NA,"pa_pse"
"1302","Weaver",2015,1078,2013,"SR_resid",-0.520865185760699,4,0,0,NA,NA,"pa_pse"
"1303","Birkenhead",2009,58,2007,"SR_resid",-0.298008117783879,4,4,1,33.56679534875,33.56679534875,"pa_ther"
"1304","Birkenhead",2010,59,2008,"SR_resid",-0.100769117868461,2,2,1,15.1897389245,15.1897389245,"pa_ther"
"1305","Birkenhead",2011,60,2009,"SR_resid",-0.650991216116703,5,5,1,43.200476122,43.200476122,"pa_ther"
"1306","Birkenhead",2012,61,2010,"SR_resid",-2.19758782887751,1,1,1,23.25097133,23.25097133,"pa_ther"
"1307","Birkenhead",2013,62,2011,"SR_resid",-1.26683925767625,23,23,1,181.760829460783,181.760829460783,"pa_ther"
"1308","Birkenhead",2014,63,2012,"SR_resid",-0.276079279263662,4,3,0.75,24.191877701,18.14390827575,"pa_ther"
"1309","Birkenhead",2015,64,2013,"SR_resid",-1.81034600909588,17,16,0.941176470588235,342.2541955775,322.121595837647,"pa_ther"
"1310","Bowron",2013,127,2011,"SR_resid",-1.27851295637267,7,7,1,68.4875238215714,68.4875238215714,"pa_ther"
"1311","Bowron",2014,128,2012,"SR_resid",-0.448958264229366,1,1,1,67.46577799,67.46577799,"pa_ther"
"1312","Chilko",2010,189,2008,"SR_resid",-0.434265073932136,15,13,0.866666666666667,22.7656219732308,19.7302057101333,"pa_ther"
"1313","Chilko",2011,190,2009,"SR_resid",0.38529783723828,62,35,0.564516129032258,109.592012220886,61.8664585117903,"pa_ther"
"1314","Chilko",2012,191,2010,"SR_resid",1.51870929766449,22,10,0.454545454545455,52.9203678779,24.0547126717727,"pa_ther"
"1315","Chilko",2013,192,2011,"SR_resid",0.19771074921524,510,458,0.898039215686275,106.275201449574,95.4392985566765,"pa_ther"
"1316","Chilko",2014,193,2012,"SR_resid",0.0142645387748008,51,45,0.882352941176471,93.5011104261111,82.5009797877451,"pa_ther"
"1317","Chilko",2015,194,2013,"SR_resid",-1.63866409469691,72,56,0.777777777777778,354.624108106357,275.818750749389,"pa_ther"
"1318","Chilko",2016,195,2014,"SR_resid",0.118387368990521,20,20,1,7013.24434107555,7013.24434107555,"pa_ther"
"1319","E.Stuart",2009,253,2007,"SR_resid",-0.36854159987182,1,1,1,25.71304523,25.71304523,"pa_ther"
"1320","E.Stuart",2010,254,2008,"SR_resid",0.797398517862314,3,3,1,13.960348988,13.960348988,"pa_ther"
"1321","E.Stuart",2011,255,2009,"SR_resid",0.306542225988378,22,11,0.5,335.523528794545,167.761764397273,"pa_ther"
"1322","E.Stuart",2012,256,2010,"SR_resid",-0.875004702568626,1,1,1,8.502591242,8.502591242,"pa_ther"
"1323","E.Stuart",2013,257,2011,"SR_resid",0.48067594986311,1,1,1,9.94871004,9.94871004,"pa_ther"
"1324","E.Stuart",2014,258,2012,"SR_resid",-1.10594629027971,8,7,0.875,38.3644093408571,33.56885817325,"pa_ther"
"1325","E.Stuart",2015,259,2013,"SR_resid",-2.77552980656922,18,18,1,350.951844209056,350.951844209056,"pa_ther"
"1326","E.Stuart",2016,260,2014,"SR_resid",-0.391618684657425,1,1,1,104.9717011,104.9717011,"pa_ther"
"1327","Gates",2009,351,2007,"SR_resid",2.46731940055161,1,0,0,NA,NA,"pa_ther"
"1328","Gates",2010,352,2008,"SR_resid",0.906764601998679,1,1,1,54.14218125,54.14218125,"pa_ther"
"1329","Gates",2011,353,2009,"SR_resid",0.450906844399479,4,2,0.5,50.3806896735,25.19034483675,"pa_ther"
"1330","Gates",2013,355,2011,"SR_resid",-0.231147951215527,15,14,0.933333333333333,27.1167253854286,25.3089436930667,"pa_ther"
"1331","Gates",2014,356,2012,"SR_resid",-0.109153978191419,8,8,1,134.466905461375,134.466905461375,"pa_ther"
"1332","Gates",2015,357,2013,"SR_resid",0.382737877444286,5,3,0.6,151.884145883333,91.13048753,"pa_ther"
"1333","Harrison",2009,416,2007,"SR_resid",1.30259479491901,1,1,1,400.0896494,400.0896494,"pa_ther"
"1334","Harrison",2010,417,2008,"SR_resid",1.18199741656538,44,15,0.340909090909091,89.7556785874,30.5985267911591,"pa_ther"
"1335","Harrison",2011,418,2009,"SR_resid",-0.495958986830574,8,3,0.375,56.60428711,21.22660766625,"pa_ther"
"1336","Harrison",2013,420,2011,"SR_resid",0.69096343611056,4,4,1,60.369802784,60.369802784,"pa_ther"
"1337","Harrison",2014,421,2012,"SR_resid",-0.51486879193369,1,1,1,32.54568512,32.54568512,"pa_ther"
"1338","Harrison",2015,422,2013,"SR_resid",-1.08883708095772,5,3,0.6,82.3203298866667,49.392197932,"pa_ther"
"1339","L.Shuswap",2009,481,2007,"SR_resid",0.393202735523489,5,5,1,35.141767474,35.141767474,"pa_ther"
"1340","L.Shuswap",2010,482,2008,"SR_resid",2.30839208071176,4,4,1,30.1849995945,30.1849995945,"pa_ther"
"1341","L.Shuswap",2011,483,2009,"SR_resid",0.158944996920779,17,9,0.529411764705882,17.005546584,9.00293642682353,"pa_ther"
"1342","L.Shuswap",2012,484,2010,"SR_resid",0.33121463228102,176,85,0.482954545454545,58.9351517077529,28.4629994043125,"pa_ther"
"1343","L.Shuswap",2013,485,2011,"SR_resid",-2.45594693983033,29,26,0.896551724137931,632.7516583195,567.294590217483,"pa_ther"
"1344","L.Shuswap",2014,486,2012,"SR_resid",2.00110064281957,1,0,0,NA,NA,"pa_ther"
"1345","L.Shuswap",2015,487,2013,"SR_resid",-3.21084502361583,93,69,0.741935483870968,391.600147769058,290.542045118978,"pa_ther"
"1346","L.Shuswap",2016,488,2014,"SR_resid",-0.375699293003899,76,74,0.973684210526316,10364.951294145,10092.1894179833,"pa_ther"
"1347","L.Stuart",2011,548,2009,"SR_resid",-0.465229188418885,14,6,0.428571428571429,45.0364609308333,19.3013403989286,"pa_ther"
"1348","L.Stuart",2014,551,2012,"SR_resid",-1.70954381435929,7,4,0.571428571428571,238.5612272355,136.320701277429,"pa_ther"
"1349","L.Stuart",2015,552,2013,"SR_resid",-0.78400170462408,10,8,0.8,728.183519937625,582.5468159501,"pa_ther"
"1350","L.Stuart",2016,553,2014,"SR_resid",-0.307344369522045,3,3,1,13116.717894005,13116.717894005,"pa_ther"
"1351","Nadina",2010,589,2008,"SR_resid",0.262191956095976,1,1,1,6.855773039,6.855773039,"pa_ther"
"1352","Nadina",2011,590,2009,"SR_resid",-0.422092858758246,3,2,0.666666666666667,104.525087885,69.6833919233333,"pa_ther"
"1353","Nadina",2014,593,2012,"SR_resid",-1.05440346853844,24,21,0.875,237.023439038238,207.395509158458,"pa_ther"
"1354","Nadina",2015,594,2013,"SR_resid",-2.0479492309041,7,7,1,102.472071687714,102.472071687714,"pa_ther"
"1355","Pitt",2010,654,2008,"SR_resid",0.629286548510264,5,3,0.6,351.995938313667,211.1975629882,"pa_ther"
"1356","Pitt",2011,655,2009,"SR_resid",-0.249717762759789,1,0,0,NA,NA,"pa_ther"
