"","Stock_Analysis","Year","N","posdet","prev","mean_load","prevload","agent"
"2937","Chilko",2011,12,0,0,NA,NA,"nu_sal"
"2938","Chilko",2012,28,0,0,NA,NA,"nu_sal"
"2939","Chilko",2013,130,1,0.00769230769230769,0.084288547,0.000648373438461539,"nu_sal"
"2940","Chilko",2014,0,0,NA,NA,NA,"nu_sal"
"2941","Chilko",2015,23,0,0,NA,NA,"nu_sal"
"2942","Chilko",2016,0,0,NA,NA,NA,"nu_sal"
"2943","Chilko",2017,0,0,NA,NA,NA,"nu_sal"
"2944","Chilko",2018,0,0,NA,NA,NA,"nu_sal"
"2945","Chilliwack",2010,6,0,0,NA,NA,"nu_sal"
"2946","Chilliwack",2013,1,0,0,NA,NA,"nu_sal"
"2947","Chilliwack",2014,0,0,NA,NA,NA,"nu_sal"
"2948","Chilliwack",2016,0,0,NA,NA,NA,"nu_sal"
"2949","Chilliwack",2018,0,0,NA,NA,NA,"nu_sal"
"2950","Cultus",2011,0,0,NA,NA,NA,"nu_sal"
"2951","Cultus",2012,1,0,0,NA,NA,"nu_sal"
"2952","Cultus",2013,1,0,0,NA,NA,"nu_sal"
"2953","Cultus",2014,0,0,NA,NA,NA,"nu_sal"
"2954","Cultus",2018,0,0,NA,NA,NA,"nu_sal"
"2955","Early Stuart",2009,1,0,0,NA,NA,"nu_sal"
"2956","Early Stuart",2010,1,0,0,NA,NA,"nu_sal"
"2957","Early Stuart",2011,3,0,0,NA,NA,"nu_sal"
"2958","Early Stuart",2012,1,0,0,NA,NA,"nu_sal"
"2959","Early Stuart",2013,0,0,NA,NA,NA,"nu_sal"
"2960","Early Stuart",2014,0,0,NA,NA,NA,"nu_sal"
"2961","Early Stuart",2015,0,0,NA,NA,NA,"nu_sal"
"2962","Early Stuart",2016,0,0,NA,NA,NA,"nu_sal"
"2963","Early Stuart",2017,0,0,NA,NA,NA,"nu_sal"
"2964","Early Stuart",2018,0,0,NA,NA,NA,"nu_sal"
"2965","Gates",2009,0,0,NA,NA,NA,"nu_sal"
"2966","Gates",2010,0,0,NA,NA,NA,"nu_sal"
"2967","Gates",2011,0,0,NA,NA,NA,"nu_sal"
"2968","Gates",2012,1,0,0,NA,NA,"nu_sal"
"2969","Gates",2013,4,0,0,NA,NA,"nu_sal"
"2970","Gates",2014,0,0,NA,NA,NA,"nu_sal"
"2971","Gates",2015,0,0,NA,NA,NA,"nu_sal"
"2972","Harrison-Lillooet",2013,1,0,0,NA,NA,"nu_sal"
"2973","Harrison-Lillooet",2014,0,0,NA,NA,NA,"nu_sal"
"2974","Harrison-Widgeon",2009,0,0,NA,NA,NA,"nu_sal"
"2975","Harrison-Widgeon",2010,12,0,0,NA,NA,"nu_sal"
"2976","Harrison-Widgeon",2011,0,0,NA,NA,NA,"nu_sal"
"2977","Harrison-Widgeon",2013,0,0,NA,NA,NA,"nu_sal"
"2978","Harrison-Widgeon",2014,0,0,NA,NA,NA,"nu_sal"
"2979","Harrison-Widgeon",2015,0,0,NA,NA,NA,"nu_sal"
"2980","Late Shuswap",2008,16,0,0,NA,NA,"nu_sal"
"2981","Late Shuswap",2009,10,0,0,NA,NA,"nu_sal"
"2982","Late Shuswap",2010,2,0,0,NA,NA,"nu_sal"
"2983","Late Shuswap",2011,2,0,0,NA,NA,"nu_sal"
"2984","Late Shuswap",2012,182,4,0.021978021978022,0.21698221625,0.00476883991758242,"nu_sal"
"2985","Late Shuswap",2013,13,0,0,NA,NA,"nu_sal"
"2986","Late Shuswap",2014,0,0,NA,NA,NA,"nu_sal"
"2987","Late Shuswap",2015,26,0,0,NA,NA,"nu_sal"
"2988","Late Shuswap",2016,0,0,NA,NA,NA,"nu_sal"
"2989","Late Stuart",2008,2,0,0,NA,NA,"nu_sal"
"2990","Late Stuart",2010,1,0,0,NA,NA,"nu_sal"
"2991","Late Stuart",2011,2,0,0,NA,NA,"nu_sal"
"2992","Late Stuart",2014,0,0,NA,NA,NA,"nu_sal"
"2993","Late Stuart",2015,0,0,NA,NA,NA,"nu_sal"
"2994","Late Stuart",2016,0,0,NA,NA,NA,"nu_sal"
"2995","Nadina",2010,1,0,0,NA,NA,"nu_sal"
"2996","Nadina",2011,1,0,0,NA,NA,"nu_sal"
"2997","Nadina",2012,3,0,0,NA,NA,"nu_sal"
"2998","Nadina",2014,0,0,NA,NA,NA,"nu_sal"
"2999","Nadina",2015,5,0,0,NA,NA,"nu_sal"
"3000","Nadina",2018,0,0,NA,NA,NA,"nu_sal"
"3001","Nahatlatch",2010,1,0,0,NA,NA,"nu_sal"
"3002","Nahatlatch",2011,0,0,NA,NA,NA,"nu_sal"
"3003","Nahatlatch",2013,0,0,NA,NA,NA,"nu_sal"
"3004","Nahatlatch",2015,0,0,NA,NA,NA,"nu_sal"
"3005","North Thompson",2008,1,0,0,NA,NA,"nu_sal"
"3006","North Thompson",2009,1,0,0,NA,NA,"nu_sal"
"3007","North Thompson",2010,0,0,NA,NA,NA,"nu_sal"
"3008","North Thompson",2011,2,0,0,NA,NA,"nu_sal"
"3009","North Thompson",2012,0,0,NA,NA,NA,"nu_sal"
"3010","North Thompson",2013,11,0,0,NA,NA,"nu_sal"
"3011","North Thompson",2014,0,0,NA,NA,NA,"nu_sal"
"3012","North Thompson",2015,0,0,NA,NA,NA,"nu_sal"
"3013","Pitt",2010,1,0,0,NA,NA,"nu_sal"
"3014","Pitt",2011,0,0,NA,NA,NA,"nu_sal"
"3015","Pitt",2012,1,0,0,NA,NA,"nu_sal"
"3016","Pitt",2013,11,0,0,NA,NA,"nu_sal"
"3017","Pitt",2014,0,0,NA,NA,NA,"nu_sal"
"3018","Pitt",2015,26,0,0,NA,NA,"nu_sal"
"3019","Pitt",2018,0,0,NA,NA,NA,"nu_sal"
"3020","Portage",2009,0,0,NA,NA,NA,"nu_sal"
"3021","Portage",2015,0,0,NA,NA,NA,"nu_sal"
"3022","Quesnel",2009,2,0,0,NA,NA,"nu_sal"
"3023","Quesnel",2010,3,0,0,NA,NA,"nu_sal"
"3024","Quesnel",2011,5,0,0,NA,NA,"nu_sal"
"3025","Quesnel",2012,17,0,0,NA,NA,"nu_sal"
"3026","Quesnel",2013,9,0,0,NA,NA,"nu_sal"
"3027","Quesnel",2015,40,2,0.05,0.4844905435,0.024224527175,"nu_sal"
"3028","Quesnel",2016,0,0,NA,NA,NA,"nu_sal"
"3029","Raft",2010,4,0,0,NA,NA,"nu_sal"
"3030","Raft",2012,1,0,0,NA,NA,"nu_sal"
"3031","Raft",2014,0,0,NA,NA,NA,"nu_sal"
"3032","Raft",2018,0,0,NA,NA,NA,"nu_sal"
"3033","Scotch",2009,7,0,0,NA,NA,"nu_sal"
"3034","Scotch",2010,0,0,NA,NA,NA,"nu_sal"
"3035","Scotch",2012,29,0,0,NA,NA,"nu_sal"
"3036","Scotch",2013,2,0,0,NA,NA,"nu_sal"
"3037","Scotch",2014,0,0,NA,NA,NA,"nu_sal"
"3038","Scotch",2015,0,0,NA,NA,NA,"nu_sal"
"3039","Scotch",2016,0,0,NA,NA,NA,"nu_sal"
"3040","Seymour",2008,3,0,0,NA,NA,"nu_sal"
"3041","Seymour",2009,0,0,NA,NA,NA,"nu_sal"
"3042","Seymour",2010,0,0,NA,NA,NA,"nu_sal"
"3043","Seymour",2011,1,0,0,NA,NA,"nu_sal"
"3044","Seymour",2012,20,0,0,NA,NA,"nu_sal"
"3045","Seymour",2013,14,0,0,NA,NA,"nu_sal"
"3046","Seymour",2015,29,0,0,NA,NA,"nu_sal"
"3047","Seymour",2016,0,0,NA,NA,NA,"nu_sal"
"3048","Seymour",2017,0,0,NA,NA,NA,"nu_sal"
"3049","South Coast",2009,0,0,NA,NA,NA,"nu_sal"
"3050","South Coast",2011,1,0,0,NA,NA,"nu_sal"
"3051","South Coast",2013,0,0,NA,NA,NA,"nu_sal"
"3052","South Coast",2014,0,0,NA,NA,NA,"nu_sal"
"3053","South Coast",2018,0,0,NA,NA,NA,"nu_sal"
"3054","Stellako",2010,2,0,0,NA,NA,"nu_sal"
"3055","Stellako",2011,2,0,0,NA,NA,"nu_sal"
"3056","Stellako",2012,3,0,0,NA,NA,"nu_sal"
"3057","Stellako",2013,4,0,0,NA,NA,"nu_sal"
"3058","Stellako",2014,2,0,0,NA,NA,"nu_sal"
"3059","Stellako",2015,11,0,0,NA,NA,"nu_sal"
"3060","Stellako",2018,0,0,NA,NA,NA,"nu_sal"
"3061","US",2009,0,0,NA,NA,NA,"nu_sal"
"3062","US",2010,3,0,0,NA,NA,"nu_sal"
"3063","US",2011,0,0,NA,NA,NA,"nu_sal"
"3064","US",2012,1,0,0,NA,NA,"nu_sal"
"3065","US",2013,0,0,NA,NA,NA,"nu_sal"
"3066","US",2014,0,0,NA,NA,NA,"nu_sal"
"3067","US",2015,0,0,NA,NA,NA,"nu_sal"
"3068","US",2018,0,0,NA,NA,NA,"nu_sal"
"3069","VI",2010,0,0,NA,NA,NA,"nu_sal"
"3070","VI",2011,0,0,NA,NA,NA,"nu_sal"
"3071","VI",2012,2,0,0,NA,NA,"nu_sal"
"3072","VI",2013,0,0,NA,NA,NA,"nu_sal"
"3073","VI",2014,0,0,NA,NA,NA,"nu_sal"
"3074","Weaver",2010,0,0,NA,NA,NA,"nu_sal"
"3075","Weaver",2011,0,0,NA,NA,NA,"nu_sal"
"3076","Weaver",2012,0,0,NA,NA,NA,"nu_sal"
"3077","Weaver",2015,0,0,NA,NA,NA,"nu_sal"
"3078","Weaver",2018,0,0,NA,NA,NA,"nu_sal"
"3079","Birkenhead",2009,4,1,0.25,3.381971104,0.845492776,"pa_kab"
"3080","Birkenhead",2010,2,0,0,NA,NA,"pa_kab"
"3081","Birkenhead",2011,5,1,0.2,41.608354,8.3216708,"pa_kab"
"3082","Birkenhead",2012,1,0,0,NA,NA,"pa_kab"
"3083","Birkenhead",2013,23,9,0.391304347826087,74.2387702986667,29.0499535951304,"pa_kab"
"3084","Birkenhead",2014,4,1,0.25,1.657891742,0.4144729355,"pa_kab"
"3085","Birkenhead",2015,17,4,0.235294117647059,34.26111596275,8.06143905005882,"pa_kab"
"3086","Birkenhead",2018,4,2,0.5,16.650382576,8.325191288,"pa_kab"
"3087","Bowron",2013,7,3,0.428571428571429,34.5127968983333,14.7911986707143,"pa_kab"
"3088","Bowron",2014,1,0,0,NA,NA,"pa_kab"
"3089","Central Coast",2009,1,0,0,NA,NA,"pa_kab"
"3090","Central Coast",2010,3,0,0,NA,NA,"pa_kab"
"3091","Central Coast",2011,2,0,0,NA,NA,"pa_kab"
"3092","Central Coast",2012,4,2,0.5,14.856929271,7.4284646355,"pa_kab"
"3093","Central Coast",2013,9,1,0.111111111111111,176.5772237,19.6196915222222,"pa_kab"
"3094","Central Coast",2014,2,0,0,NA,NA,"pa_kab"
"3095","Central Coast",2018,2,0,0,NA,NA,"pa_kab"
"3096","Chilko",2008,7,3,0.428571428571429,297.525744164333,127.511033213286,"pa_kab"
"3097","Chilko",2009,26,4,0.153846153846154,531.730779755,81.8047353469231,"pa_kab"
"3098","Chilko",2010,62,2,0.032258064516129,3.945000043,0.127258065903226,"pa_kab"
"3099","Chilko",2011,74,7,0.0945945945945946,151.115417825571,14.2947016862027,"pa_kab"
"3100","Chilko",2012,31,6,0.193548387096774,1073.89746571683,207.851122396806,"pa_kab"
"3101","Chilko",2013,514,216,0.420233463035019,70.0729549753148,29.4470005343735,"pa_kab"
"3102","Chilko",2014,51,12,0.235294117647059,43.7609606538333,10.2966966244314,"pa_kab"
"3103","Chilko",2015,72,5,0.0694444444444444,5.7095883456,0.396499190666667,"pa_kab"
"3104","Chilko",2016,20,0,0,NA,NA,"pa_kab"
"3105","Chilko",2017,12,5,0.416666666666667,24.857238064,10.3571825266667,"pa_kab"
"3106","Chilko",2018,12,1,0.0833333333333333,85.54322747,7.12860228916667,"pa_kab"
"3107","Chilliwack",2010,13,1,0.0769230769230769,1.872050418,0.144003878307692,"pa_kab"
"3108","Chilliwack",2013,9,5,0.555555555555556,98.530943307,54.7394129483333,"pa_kab"
"3109","Chilliwack",2014,25,2,0.08,4.432993389,0.35463947112,"pa_kab"
"3110","Chilliwack",2016,1,0,0,NA,NA,"pa_kab"
"3111","Chilliwack",2018,8,1,0.125,54.36691747,6.79586468375,"pa_kab"
"3112","Cultus",2011,1,0,0,NA,NA,"pa_kab"
"3113","Cultus",2012,1,0,0,NA,NA,"pa_kab"
"3114","Cultus",2013,2,0,0,NA,NA,"pa_kab"
"3115","Cultus",2014,2,0,0,NA,NA,"pa_kab"
"3116","Cultus",2018,1,0,0,NA,NA,"pa_kab"
"3117","Early Stuart",2009,2,1,0.5,2.608584097,1.3042920485,"pa_kab"
"3118","Early Stuart",2010,4,0,0,NA,NA,"pa_kab"
"3119","Early Stuart",2011,25,3,0.12,48.909045717,5.86908548604,"pa_kab"
"3120","Early Stuart",2012,1,0,0,NA,NA,"pa_kab"
"3121","Early Stuart",2013,1,0,0,NA,NA,"pa_kab"
"3122","Early Stuart",2014,8,1,0.125,6.437395468,0.8046744335,"pa_kab"
"3123","Early Stuart",2015,18,2,0.111111111111111,1.85120555,0.205689505555556,"pa_kab"
"3124","Early Stuart",2016,1,0,0,NA,NA,"pa_kab"
"3125","Early Stuart",2017,1,0,0,NA,NA,"pa_kab"
"3126","Early Stuart",2018,2,0,0,NA,NA,"pa_kab"
"3127","Gates",2009,1,0,0,NA,NA,"pa_kab"
"3128","Gates",2010,1,0,0,NA,NA,"pa_kab"
"3129","Gates",2011,4,1,0.25,505.2981364,126.3245341,"pa_kab"
"3130","Gates",2012,1,0,0,NA,NA,"pa_kab"
"3131","Gates",2013,15,7,0.466666666666667,76.7676559541429,35.8249061119333,"pa_kab"
"3132","Gates",2014,8,1,0.125,2.099452766,0.26243159575,"pa_kab"
"3133","Gates",2015,5,3,0.6,7.133160152,4.2798960912,"pa_kab"
"3134","Harrison-Lillooet",2013,2,1,0.5,39.266079,19.6330395,"pa_kab"
"3135","Harrison-Lillooet",2014,1,1,1,3.449786399,3.449786399,"pa_kab"
"3136","Harrison-Widgeon",2009,1,0,0,NA,NA,"pa_kab"
"3137","Harrison-Widgeon",2010,56,0,0,NA,NA,"pa_kab"
"3138","Harrison-Widgeon",2011,8,0,0,NA,NA,"pa_kab"
"3139","Harrison-Widgeon",2013,4,3,0.75,6.58506592533333,4.938799444,"pa_kab"
"3140","Harrison-Widgeon",2014,1,0,0,NA,NA,"pa_kab"
"3141","Harrison-Widgeon",2015,5,0,0,NA,NA,"pa_kab"
"3142","Late Shuswap",2008,16,7,0.4375,1531.54495932443,670.050919704438,"pa_kab"
"3143","Late Shuswap",2009,15,5,0.333333333333333,191.0311059086,63.6770353028667,"pa_kab"
"3144","Late Shuswap",2010,6,0,0,NA,NA,"pa_kab"
"3145","Late Shuswap",2011,19,3,0.157894736842105,61.769596002,9.75309410557895,"pa_kab"
"3146","Late Shuswap",2012,214,27,0.126168224299065,109.332609162444,13.7943011560093,"pa_kab"
"3147","Late Shuswap",2013,29,12,0.413793103448276,56.7370200031667,23.4773875875172,"pa_kab"
"3148","Late Shuswap",2014,1,0,0,NA,NA,"pa_kab"
"3149","Late Shuswap",2015,93,13,0.139784946236559,13.1857955113077,1.84317571663441,"pa_kab"
"3150","Late Shuswap",2016,76,0,0,NA,NA,"pa_kab"
"3151","Late Stuart",2008,2,2,1,4283.56643661,4283.56643661,"pa_kab"
"3152","Late Stuart",2010,1,0,0,NA,NA,"pa_kab"
"3153","Late Stuart",2011,16,1,0.0625,2.131316327,0.1332072704375,"pa_kab"
"3154","Late Stuart",2014,7,2,0.285714285714286,3.3342892315,0.952654066142857,"pa_kab"
"3155","Late Stuart",2015,10,1,0.1,34.89812396,3.489812396,"pa_kab"
"3156","Late Stuart",2016,3,0,0,NA,NA,"pa_kab"
"3157","Nadina",2010,2,0,0,NA,NA,"pa_kab"
"3158","Nadina",2011,4,1,0.25,183.4254531,45.856363275,"pa_kab"
"3159","Nadina",2012,3,0,0,NA,NA,"pa_kab"
"3160","Nadina",2014,24,3,0.125,4803.95502978,600.4943787225,"pa_kab"
"3161","Nadina",2015,10,2,0.2,1.431726869,0.2863453738,"pa_kab"
"3162","Nadina",2018,3,0,0,NA,NA,"pa_kab"
"3163","Nahatlatch",2010,2,0,0,NA,NA,"pa_kab"
"3164","Nahatlatch",2011,1,0,0,NA,NA,"pa_kab"
"3165","Nahatlatch",2013,5,2,0.4,73.7683666225,29.507346649,"pa_kab"
"3166","Nahatlatch",2015,6,1,0.166666666666667,373.7725914,62.2954319,"pa_kab"
"3167","North Thompson",2008,1,0,0,NA,NA,"pa_kab"
"3168","North Thompson",2009,1,0,0,NA,NA,"pa_kab"
"3169","North Thompson",2010,1,0,0,NA,NA,"pa_kab"
"3170","North Thompson",2011,5,0,0,NA,NA,"pa_kab"
"3171","North Thompson",2012,1,0,0,NA,NA,"pa_kab"
"3172","North Thompson",2013,33,16,0.484848484848485,55.2729600811875,26.7990109484545,"pa_kab"
"3173","North Thompson",2014,5,1,0.2,7.850335697,1.5700671394,"pa_kab"
"3174","North Thompson",2015,11,2,0.181818181818182,12.9747565585,2.359046647,"pa_kab"
"3175","Pitt",2010,6,0,0,NA,NA,"pa_kab"
"3176","Pitt",2011,1,0,0,NA,NA,"pa_kab"
"3177","Pitt",2012,1,0,0,NA,NA,"pa_kab"
"3178","Pitt",2013,45,23,0.511111111111111,41.0617422386087,20.9871126997333,"pa_kab"
"3179","Pitt",2014,13,4,0.307692307692308,77.01056868175,23.6955595943846,"pa_kab"
"3180","Pitt",2015,32,1,0.03125,0.510794142,0.0159623169375,"pa_kab"
"3181","Pitt",2018,1,0,0,NA,NA,"pa_kab"
"3182","Portage",2009,1,0,0,NA,NA,"pa_kab"
"3183","Portage",2015,1,0,0,NA,NA,"pa_kab"
"3184","Quesnel",2009,3,1,0.333333333333333,2.780499514,0.926833171333333,"pa_kab"
"3185","Quesnel",2010,8,0,0,NA,NA,"pa_kab"
"3186","Quesnel",2011,20,2,0.1,7.1317771095,0.71317771095,"pa_kab"
"3187","Quesnel",2012,18,3,0.166666666666667,2.57084995633333,0.428474992722222,"pa_kab"
"3188","Quesnel",2013,38,14,0.368421052631579,100.425551558714,36.9988874163684,"pa_kab"
"3189","Quesnel",2015,158,17,0.107594936708861,18577.3063787538,1998.82410404313,"pa_kab"
"3190","Quesnel",2016,32,0,0,NA,NA,"pa_kab"
"3191","Raft",2010,5,0,0,NA,NA,"pa_kab"
"3192","Raft",2012,1,0,0,NA,NA,"pa_kab"
"3193","Raft",2014,1,0,0,NA,NA,"pa_kab"
"3194","Raft",2018,1,0,0,NA,NA,"pa_kab"
"3195","Scotch",2009,8,3,0.375,8.180743282,3.06777873075,"pa_kab"
"3196","Scotch",2010,2,0,0,NA,NA,"pa_kab"
"3197","Scotch",2012,32,5,0.15625,13.2342475602,2.06785118128125,"pa_kab"
"3198","Scotch",2013,5,3,0.6,18.5017062213333,11.1010237328,"pa_kab"
"3199","Scotch",2014,2,1,0.5,1.962321263,0.9811606315,"pa_kab"
"3200","Scotch",2015,8,0,0,NA,NA,"pa_kab"
"3201","Scotch",2016,12,0,0,NA,NA,"pa_kab"
"3202","Seymour",2008,3,2,0.666666666666667,2.729016588,1.819344392,"pa_kab"
"3203","Seymour",2009,5,0,0,NA,NA,"pa_kab"
"3204","Seymour",2010,1,0,0,NA,NA,"pa_kab"
"3205","Seymour",2011,7,0,0,NA,NA,"pa_kab"
"3206","Seymour",2012,25,4,0.16,10.25102795,1.640164472,"pa_kab"
"3207","Seymour",2013,36,22,0.611111111111111,118.642081058818,72.5034939803889,"pa_kab"
"3208","Seymour",2015,42,3,0.0714285714285714,34.72767211,2.48054800785714,"pa_kab"
"3209","Seymour",2016,3,0,0,NA,NA,"pa_kab"
"3210","Seymour",2017,2,2,1,24.7135576095,24.7135576095,"pa_kab"
"3211","South Coast",2009,1,0,0,NA,NA,"pa_kab"
"3212","South Coast",2011,2,0,0,NA,NA,"pa_kab"
"3213","South Coast",2013,8,2,0.25,2042.0683363255,510.517084081375,"pa_kab"
"3214","South Coast",2014,2,0,0,NA,NA,"pa_kab"
"3215","South Coast",2018,2,1,0.5,3.181695913,1.5908479565,"pa_kab"
"3216","Stellako",2010,2,0,0,NA,NA,"pa_kab"
"3217","Stellako",2011,6,0,0,NA,NA,"pa_kab"
"3218","Stellako",2012,3,0,0,NA,NA,"pa_kab"
"3219","Stellako",2013,32,14,0.4375,102.441833364714,44.8183020970625,"pa_kab"
"3220","Stellako",2014,14,2,0.142857142857143,1602.206402457,228.886628922429,"pa_kab"
"3221","Stellako",2015,12,3,0.25,160.725185160333,40.1812962900833,"pa_kab"
"3222","Stellako",2018,2,0,0,NA,NA,"pa_kab"
"3223","US",2009,3,2,0.666666666666667,29.5309919405,19.6873279603333,"pa_kab"
"3224","US",2010,12,1,0.0833333333333333,139.468534,11.6223778333333,"pa_kab"
"3225","US",2011,8,2,0.25,72.635951935,18.15898798375,"pa_kab"
"3226","US",2012,1,0,0,NA,NA,"pa_kab"
"3227","US",2013,6,1,0.166666666666667,22.46474371,3.74412395166667,"pa_kab"
"3228","US",2014,5,1,0.2,6.201507121,1.2403014242,"pa_kab"
"3229","US",2015,2,2,1,7.103107659,7.103107659,"pa_kab"
"3230","US",2018,6,1,0.166666666666667,2.419044459,0.4031740765,"pa_kab"
"3231","VI",2010,1,0,0,NA,NA,"pa_kab"
"3232","VI",2011,1,0,0,NA,NA,"pa_kab"
"3233","VI",2012,2,1,0.5,2.566624616,1.283312308,"pa_kab"
"3234","VI",2013,19,16,0.842105263157895,900.238798042,758.095829930105,"pa_kab"
"3235","VI",2014,13,13,1,402998.874700179,402998.874700179,"pa_kab"
"3236","Weaver",2010,1,0,0,NA,NA,"pa_kab"
"3237","Weaver",2011,3,0,0,NA,NA,"pa_kab"
"3238","Weaver",2012,1,0,0,NA,NA,"pa_kab"
"3239","Weaver",2015,4,1,0.25,2.133429052,0.533357263,"pa_kab"
"3240","Weaver",2018,1,0,0,NA,NA,"pa_kab"
"3241","Birkenhead",2009,4,3,0.75,108603.863220327,81452.897415245,"pa_min"
"3242","Birkenhead",2010,2,2,1,2400307.246335,2400307.246335,"pa_min"
"3243","Birkenhead",2011,5,3,0.6,107023.561423867,64214.13685432,"pa_min"
"3244","Birkenhead",2012,1,1,1,871.3822689,871.3822689,"pa_min"
"3245","Birkenhead",2013,23,19,0.826086956521739,24511.5057887874,20248.6352168244,"pa_min"
"3246","Birkenhead",2014,4,2,0.5,52101.168654,26050.584327,"pa_min"
"3247","Birkenhead",2015,17,17,1,525706.864134941,525706.864134941,"pa_min"
"3248","Birkenhead",2018,4,4,1,11023005.8407741,11023005.8407741,"pa_min"
"3249","Bowron",2013,7,2,0.285714285714286,745.042464555,212.869275587143,"pa_min"
"3250","Bowron",2014,1,0,0,NA,NA,"pa_min"
"3251","Central Coast",2009,1,1,1,97.57580327,97.57580327,"pa_min"
"3252","Central Coast",2010,3,3,1,3641089.17801283,3641089.17801283,"pa_min"
"3253","Central Coast",2011,2,1,0.5,18.84861583,9.424307915,"pa_min"
"3254","Central Coast",2012,4,3,0.75,4.15021847933333,3.1126638595,"pa_min"
"3255","Central Coast",2013,9,0,0,NA,NA,"pa_min"
"3256","Central Coast",2014,2,1,0.5,4181795.969,2090897.9845,"pa_min"
"3257","Central Coast",2018,2,2,1,1126.060312538,1126.060312538,"pa_min"
"3258","Chilko",2008,7,2,0.285714285714286,3379.2261178985,965.493176542429,"pa_min"
"3259","Chilko",2009,26,12,0.461538461538462,89.4698225965,41.2937642753077,"pa_min"
"3260","Chilko",2010,62,33,0.532258064516129,263868.673314088,140446.229344595,"pa_min"
"3261","Chilko",2011,74,10,0.135135135135135,3466.0024105472,468.378704128,"pa_min"
"3262","Chilko",2012,31,18,0.580645161290323,24939.6163658031,14481.0675672405,"pa_min"
"3263","Chilko",2013,514,183,0.356031128404669,74003.3678470094,26347.5025603166,"pa_min"
"3264","Chilko",2014,51,13,0.254901960784314,2146.14667500023,547.056995588294,"pa_min"
"3265","Chilko",2015,72,66,0.916666666666667,1009487.12345693,925363.196502186,"pa_min"
"3266","Chilko",2016,20,11,0.55,21688.7413725791,11928.8077549185,"pa_min"
"3267","Chilko",2017,12,1,0.0833333333333333,8.482506257,0.706875521416667,"pa_min"
"3268","Chilko",2018,12,6,0.5,24141924.8992663,12070962.4496331,"pa_min"
"3269","Chilliwack",2010,13,12,0.923076923076923,2097475.19559533,1936130.94978031,"pa_min"
"3270","Chilliwack",2013,9,6,0.666666666666667,1083.28038059533,722.186920396889,"pa_min"
"3271","Chilliwack",2014,25,15,0.6,11136.3554937165,6681.81329622988,"pa_min"
"3272","Chilliwack",2016,1,1,1,36.31709262,36.31709262,"pa_min"
"3273","Chilliwack",2018,8,5,0.625,7157.239952912,4473.27497057,"pa_min"
"3274","Cultus",2011,1,0,0,NA,NA,"pa_min"
"3275","Cultus",2012,1,1,1,1705782.37,1705782.37,"pa_min"
"3276","Cultus",2013,2,2,1,35726.2356543,35726.2356543,"pa_min"
"3277","Cultus",2014,2,2,1,36.651574065,36.651574065,"pa_min"
"3278","Cultus",2018,1,1,1,19098.74706,19098.74706,"pa_min"
"3279","Early Stuart",2009,2,0,0,NA,NA,"pa_min"
"3280","Early Stuart",2010,4,4,1,32179.834922575,32179.834922575,"pa_min"
"3281","Early Stuart",2011,25,8,0.32,1719.47963355563,550.2334827378,"pa_min"
"3282","Early Stuart",2012,1,0,0,NA,NA,"pa_min"
"3283","Early Stuart",2013,1,1,1,5.417195268,5.417195268,"pa_min"
"3284","Early Stuart",2014,8,1,0.125,50905.32109,6363.16513625,"pa_min"
"3285","Early Stuart",2015,18,18,1,574136.900094389,574136.900094389,"pa_min"
"3286","Early Stuart",2016,1,1,1,1577.359988,1577.359988,"pa_min"
"3287","Early Stuart",2017,1,1,1,20.7030397,20.7030397,"pa_min"
"3288","Early Stuart",2018,2,0,0,NA,NA,"pa_min"
"3289","Gates",2009,1,0,0,NA,NA,"pa_min"
"3290","Gates",2010,1,1,1,82175.94167,82175.94167,"pa_min"
"3291","Gates",2011,4,0,0,NA,NA,"pa_min"
"3292","Gates",2012,1,1,1,7.25670552,7.25670552,"pa_min"
"3293","Gates",2013,15,8,0.533333333333333,1273.0108027205,678.939094784267,"pa_min"
"3294","Gates",2014,8,4,0.5,2124.43003825,1062.215019125,"pa_min"
"3295","Gates",2015,5,5,1,16297661.676428,16297661.676428,"pa_min"
"3296","Harrison-Lillooet",2013,2,2,1,2976.060937665,2976.060937665,"pa_min"
"3297","Harrison-Lillooet",2014,1,1,1,9000.011707,9000.011707,"pa_min"
"3298","Harrison-Widgeon",2009,1,1,1,26677.90552,26677.90552,"pa_min"
"3299","Harrison-Widgeon",2010,56,49,0.875,1327292.34944802,1161380.80576702,"pa_min"
"3300","Harrison-Widgeon",2011,8,0,0,NA,NA,"pa_min"
"3301","Harrison-Widgeon",2013,4,3,0.75,4402.20279623333,3301.652097175,"pa_min"
"3302","Harrison-Widgeon",2014,1,1,1,780255.7843,780255.7843,"pa_min"
"3303","Harrison-Widgeon",2015,5,4,0.8,1853794.721,1483035.7768,"pa_min"
"3304","Late Shuswap",2008,16,0,0,NA,NA,"pa_min"
"3305","Late Shuswap",2009,15,11,0.733333333333333,1410.94029927273,1034.6895528,"pa_min"
"3306","Late Shuswap",2010,6,6,1,544342.242381667,544342.242381667,"pa_min"
"3307","Late Shuswap",2011,19,8,0.421052631578947,51478.0968053825,21674.9881285821,"pa_min"
"3308","Late Shuswap",2012,214,117,0.546728971962617,94597.1572602732,51719.0065394952,"pa_min"
"3309","Late Shuswap",2013,29,15,0.517241379310345,10901.3124594463,5638.60989281703,"pa_min"
